source_name,source_lat,source_lng,dest_name,dest_lat,dest_lng,pickup_time,hour,day_of_week,month,ride_type,num_riders,distance_km,duration_minutes,is_weekend,is_rush_hour
Red Fort,28.6562,77.241,India Gate,28.6129,77.2295,2023-04-15 03:41:00,3,5,4,private,1,4.94,16.3,1,0
IMS Ghaziabad,28.67,77.4382,ABES Engineering College,28.6324,77.449,2023-11-28 03:02:00,3,1,11,shared,2,4.31,15.6,0,0
Noida International University,28.3965,77.5007,Greater Kailash,28.5562,77.2249,2023-04-20 21:11:00,21,3,4,private,1,32.28,82.8,0,0
Cyber Hub,28.4946,77.0893,Red Fort,28.6562,77.241,2023-11-05 14:16:00,14,6,11,shared,3,23.29,81.6,1,0
Greater Kailash,28.5562,77.2249,Galgotias University,28.4507,77.4908,2023-03-14 17:15:00,17,1,3,private,1,28.51,114.7,0,1
DTU,28.7495,77.1184,Red Fort,28.6562,77.241,2023-06-23 21:22:00,21,4,6,private,1,15.83,47.0,0,0
Akshardham Temple,28.6127,77.2773,IMS Ghaziabad,28.67,77.4382,2023-07-24 01:40:00,1,0,7,shared,3,16.95,35.9,0,0
Qutub Minar,28.5245,77.1855,Delhi University,28.6891,77.2087,2023-03-29 05:14:00,5,2,3,shared,2,18.44,51.3,0,0
DTU,28.7495,77.1184,Jaypee Institute,28.5244,77.3656,2023-11-20 07:19:00,7,0,11,shared,4,34.76,88.2,0,0
Red Fort,28.6562,77.241,Cyber Hub,28.4946,77.0893,2023-03-14 10:12:00,10,1,3,shared,2,23.29,65.3,0,0
India Gate,28.6129,77.2295,Red Fort,28.6562,77.241,2023-11-17 22:53:00,22,4,11,shared,2,4.94,22.8,0,0
Delhi University,28.6891,77.2087,India Gate,28.6129,77.2295,2023-04-08 15:52:00,15,5,4,private,1,8.71,36.7,1,0
Jaypee Institute,28.5244,77.3656,ABES Engineering College,28.6324,77.449,2023-03-21 08:27:00,8,1,3,private,1,14.51,59.7,0,1
Galgotias University,28.4507,77.4908,Akshardham Temple,28.6127,77.2773,2023-04-17 01:44:00,1,0,4,shared,1,27.56,57.0,0,0
DLF Mall of India,28.5671,77.3263,JNU,28.5399,77.1674,2023-05-16 06:23:00,6,1,5,private,1,15.81,33.1,0,0
ABES Engineering College,28.6324,77.449,Connaught Place,28.6315,77.2167,2023-10-22 08:05:00,8,6,10,private,1,22.67,46.7,1,1
DLF Mall of India,28.5671,77.3263,IIT Delhi,28.5456,77.1924,2023-10-16 15:13:00,15,0,10,private,1,13.29,34.4,0,0
NSIT,28.6091,77.0378,DLF Mall of India,28.5671,77.3263,2023-05-04 06:58:00,6,3,5,shared,3,28.55,57.9,0,0
Jaypee Institute,28.5244,77.3656,IIT Delhi,28.5456,77.1924,2023-08-20 09:03:00,9,6,8,private,1,17.08,38.6,1,1
Cyber Hub,28.4946,77.0893,Greater Kailash,28.5562,77.2249,2023-02-18 09:19:00,9,5,2,private,1,14.91,42.7,1,1
Noida International University,28.3965,77.5007,Qutub Minar,28.5245,77.1855,2023-03-10 09:27:00,9,4,3,shared,2,33.94,118.0,0,1
ABES Engineering College,28.6324,77.449,ITS Engineering College,28.6763,77.3823,2023-06-09 05:06:00,5,4,6,shared,1,8.14,22.3,0,0
Amity University,28.5445,77.3325,Red Fort,28.6562,77.241,2023-01-20 02:01:00,2,4,1,private,1,15.3,40.4,0,0
ITS Engineering College,28.6763,77.3823,KIET Group of Institutions,28.753,77.4973,2023-07-18 09:21:00,9,1,7,private,1,14.09,71.9,0,1
India Gate,28.6129,77.2295,DLF Mall of India,28.5671,77.3263,2023-12-13 18:21:00,18,2,12,shared,1,10.74,48.2,0,1
Red Fort,28.6562,77.241,Hindu College of Engineering,28.6764,77.5043,2023-02-11 12:40:00,12,5,2,shared,1,25.79,74.2,1,0
IMS Ghaziabad,28.67,77.4382,Akshardham Temple,28.6127,77.2773,2023-07-22 06:51:00,6,5,7,private,1,16.95,37.6,1,0
Jaypee Institute,28.5244,77.3656,Noida International University,28.3965,77.5007,2023-01-04 11:56:00,11,2,1,shared,3,19.41,72.5,0,0
DTU,28.7495,77.1184,Lotus Temple,28.5535,77.2588,2023-12-14 13:18:00,13,3,12,private,1,25.74,91.0,0,0
Qutub Minar,28.5245,77.1855,NSIT,28.6091,77.0378,2023-10-18 12:49:00,12,2,10,private,1,17.22,48.0,0,0
Hindu College of Engineering,28.6764,77.5043,Amity University,28.5445,77.3325,2023-05-05 21:56:00,21,4,5,shared,3,22.28,53.9,0,0
IMS Ghaziabad,28.67,77.4382,NSIT,28.6091,77.0378,2023-07-13 20:03:00,20,3,7,private,1,39.66,101.7,0,0
ITS Engineering College,28.6763,77.3823,Shiv Nadar University,28.5266,77.5757,2023-07-18 07:26:00,7,1,7,private,1,25.17,46.9,0,0
Greater Kailash,28.5562,77.2249,India Gate,28.6129,77.2295,2023-01-08 09:07:00,9,6,1,private,1,6.32,20.9,1,1
Red Fort,28.6562,77.241,JNU,28.5399,77.1674,2023-07-17 14:13:00,14,0,7,shared,1,14.79,51.0,0,0
JNU,28.5399,77.1674,Amity University,28.5445,77.3325,2023-06-13 09:19:00,9,1,6,private,1,16.14,86.1,0,1
Connaught Place,28.6315,77.2167,Greater Kailash,28.5562,77.2249,2023-07-06 23:19:00,23,3,7,shared,2,8.41,23.5,0,0
India Gate,28.6129,77.2295,DLF Mall of India,28.5671,77.3263,2023-01-22 05:19:00,5,6,1,private,1,10.74,24.1,1,0
DTU,28.7495,77.1184,KIET Group of Institutions,28.753,77.4973,2023-05-27 23:15:00,23,5,5,private,1,36.94,97.6,1,0
NSIT,28.6091,77.0378,Connaught Place,28.6315,77.2167,2023-07-12 08:21:00,8,2,7,shared,4,17.64,97.1,0,1
Akshardham Temple,28.6127,77.2773,DTU,28.7495,77.1184,2023-07-14 06:04:00,6,4,7,shared,1,21.72,58.8,0,0
Noida International University,28.3965,77.5007,Red Fort,28.6562,77.241,2023-06-22 12:09:00,12,3,6,shared,1,38.44,104.0,0,0
Amity University,28.5445,77.3325,JNU,28.5399,77.1674,2023-11-28 04:26:00,4,1,11,private,1,16.14,37.7,0,0
Shiv Nadar University,28.5266,77.5757,KIET Group of Institutions,28.753,77.4973,2023-05-10 15:52:00,15,2,5,shared,1,26.31,71.6,0,0
Connaught Place,28.6315,77.2167,Greater Kailash,28.5562,77.2249,2023-04-30 18:12:00,18,6,4,shared,1,8.41,34.5,1,1
Noida International University,28.3965,77.5007,ITS Engineering College,28.6763,77.3823,2023-08-25 19:42:00,19,4,8,shared,3,33.19,156.4,0,1
Red Fort,28.6562,77.241,Amity University,28.5445,77.3325,2023-05-09 07:39:00,7,1,5,shared,1,15.3,29.8,0,0
DTU,28.7495,77.1184,Red Fort,28.6562,77.241,2023-03-25 01:54:00,1,5,3,shared,1,15.83,40.8,1,0
Greater Kailash,28.5562,77.2249,ABES Engineering College,28.6324,77.449,2023-07-06 05:16:00,5,3,7,shared,4,23.46,63.6,0,0
DTU,28.7495,77.1184,Amity University,28.5445,77.3325,2023-04-08 20:24:00,20,5,4,private,1,30.92,67.0,1,0
Noida International University,28.3965,77.5007,Hindu College of Engineering,28.6764,77.5043,2023-10-07 13:51:00,13,5,10,private,1,31.13,101.6,1,0
IMS Ghaziabad,28.67,77.4382,Galgotias University,28.4507,77.4908,2023-01-02 18:16:00,18,0,1,shared,1,24.92,147.3,0,1
Amity University,28.5445,77.3325,Qutub Minar,28.5245,77.1855,2023-12-01 15:13:00,15,4,12,private,1,14.53,41.2,0,0
Jaypee Institute,28.5244,77.3656,Galgotias University,28.4507,77.4908,2023-09-03 20:38:00,20,6,9,shared,4,14.73,38.0,1,0
NSIT,28.6091,77.0378,IIT Delhi,28.5456,77.1924,2023-08-10 03:21:00,3,3,8,shared,2,16.67,39.5,0,0
Select Citywalk,28.5289,77.2195,NSIT,28.6091,77.0378,2023-09-28 00:40:00,0,3,9,shared,4,19.86,53.1,0,0
DTU,28.7495,77.1184,Select Citywalk,28.5289,77.2195,2023-12-23 19:27:00,19,5,12,private,1,26.44,110.3,1,1
Noida International University,28.3965,77.5007,IMS Ghaziabad,28.67,77.4382,2023-07-19 13:48:00,13,2,7,private,1,31.02,104.2,0,0
Qutub Minar,28.5245,77.1855,Noida International University,28.3965,77.5007,2023-03-27 09:04:00,9,0,3,shared,2,33.94,171.6,0,1
Akshardham Temple,28.6127,77.2773,Amity University,28.5445,77.3325,2023-09-03 00:24:00,0,6,9,private,1,9.3,24.2,1,0
Jaypee Institute,28.5244,77.3656,Amity University,28.5445,77.3325,2023-11-12 13:21:00,13,6,11,shared,4,3.93,16.7,1,0
Galgotias University,28.4507,77.4908,IIT Delhi,28.5456,77.1924,2023-02-28 22:52:00,22,1,2,shared,4,31.01,86.4,0,0
IMS Ghaziabad,28.67,77.4382,Red Fort,28.6562,77.241,2023-03-25 11:43:00,11,5,3,private,1,19.3,69.7,1,0
Greater Kailash,28.5562,77.2249,KIET Group of Institutions,28.753,77.4973,2023-06-24 13:35:00,13,5,6,private,1,34.43,89.4,1,0
DTU,28.7495,77.1184,Akshardham Temple,28.6127,77.2773,2023-08-22 09:55:00,9,1,8,shared,1,21.72,108.6,0,1
Galgotias University,28.4507,77.4908,NSIT,28.6091,77.0378,2023-03-31 03:49:00,3,4,3,private,1,47.63,98.0,0,0
Delhi University,28.6891,77.2087,Red Fort,28.6562,77.241,2023-12-08 18:42:00,18,4,12,private,1,4.83,42.6,0,1
Akshardham Temple,28.6127,77.2773,Amity University,28.5445,77.3325,2023-06-18 11:07:00,11,6,6,shared,2,9.3,36.4,1,0
JNU,28.5399,77.1674,Jaypee Institute,28.5244,77.3656,2023-04-14 14:07:00,14,4,4,shared,3,19.44,71.5,0,0
KIET Group of Institutions,28.753,77.4973,India Gate,28.6129,77.2295,2023-10-11 10:27:00,10,2,10,shared,4,30.42,80.0,0,0
India Gate,28.6129,77.2295,IMS Ghaziabad,28.67,77.4382,2023-12-07 06:22:00,6,3,12,private,1,21.33,57.2,0,0
Shiv Nadar University,28.5266,77.5757,Akshardham Temple,28.6127,77.2773,2023-12-13 20:15:00,20,2,12,shared,2,30.67,97.8,0,0
Qutub Minar,28.5245,77.1855,IIT Delhi,28.5456,77.1924,2023-08-03 20:48:00,20,3,8,shared,4,2.44,14.8,0,0
ABES Engineering College,28.6324,77.449,Qutub Minar,28.5245,77.1855,2023-03-28 21:04:00,21,1,3,shared,1,28.39,92.6,0,0
JNU,28.5399,77.1674,Qutub Minar,28.5245,77.1855,2023-02-11 12:25:00,12,5,2,private,1,2.46,16.6,1,0
Delhi University,28.6891,77.2087,Amity University,28.5445,77.3325,2023-12-10 04:07:00,4,6,12,private,1,20.11,51.9,1,0
DLF Mall of India,28.5671,77.3263,Galgotias University,28.4507,77.4908,2023-07-13 20:40:00,20,3,7,private,1,20.64,47.8,0,0
Noida International University,28.3965,77.5007,Lotus Temple,28.5535,77.2588,2023-02-24 11:57:00,11,4,2,private,1,29.39,100.7,0,0
Greater Kailash,28.5562,77.2249,Akshardham Temple,28.6127,77.2773,2023-02-04 23:35:00,23,5,2,private,1,8.1,20.6,1,0
JNU,28.5399,77.1674,DTU,28.7495,77.1184,2023-12-29 18:58:00,18,4,12,private,1,23.79,123.8,0,1
Greater Kailash,28.5562,77.2249,Cyber Hub,28.4946,77.0893,2023-08-21 10:27:00,10,0,8,private,1,14.91,54.7,0,0
Lotus Temple,28.5535,77.2588,Hindu College of Engineering,28.6764,77.5043,2023-08-08 22:21:00,22,1,8,shared,3,27.59,53.1,0,0
Lotus Temple,28.5535,77.2588,ITS Engineering College,28.6763,77.3823,2023-09-02 01:38:00,1,5,9,private,1,18.21,37.3,1,0
Red Fort,28.6562,77.241,Hindu College of Engineering,28.6764,77.5043,2023-06-16 03:27:00,3,4,6,private,1,25.79,51.3,0,0
Red Fort,28.6562,77.241,DTU,28.7495,77.1184,2023-10-25 14:20:00,14,2,10,private,1,15.83,48.2,0,0
Jaypee Institute,28.5244,77.3656,Shiv Nadar University,28.5266,77.5757,2023-07-11 10:57:00,10,1,7,shared,4,20.53,68.0,0,0
Noida International University,28.3965,77.5007,ABES Engineering College,28.6324,77.449,2023-08-27 13:48:00,13,6,8,shared,2,26.71,83.7,1,0
Greater Kailash,28.5562,77.2249,Jaypee Institute,28.5244,77.3656,2023-04-18 19:53:00,19,1,4,shared,2,14.19,79.7,0,1
ITS Engineering College,28.6763,77.3823,Amity University,28.5445,77.3325,2023-01-17 10:49:00,10,1,1,private,1,15.44,58.6,0,0
Jaypee Institute,28.5244,77.3656,IMS Ghaziabad,28.67,77.4382,2023-11-30 01:13:00,1,3,11,private,1,17.67,36.7,0,0
KIET Group of Institutions,28.753,77.4973,Qutub Minar,28.5245,77.1855,2023-08-07 10:22:00,10,0,8,shared,3,39.64,106.9,0,0
Akshardham Temple,28.6127,77.2773,ITS Engineering College,28.6763,77.3823,2023-08-29 17:40:00,17,1,8,private,1,12.45,65.5,0,1
KIET Group of Institutions,28.753,77.4973,NSIT,28.6091,77.0378,2023-07-16 13:43:00,13,6,7,private,1,47.6,115.7,1,0
IMS Ghaziabad,28.67,77.4382,ABES Engineering College,28.6324,77.449,2023-11-20 17:40:00,17,0,11,shared,2,4.31,31.1,0,1
DLF Mall of India,28.5671,77.3263,Galgotias University,28.4507,77.4908,2023-01-01 15:57:00,15,6,1,private,1,20.64,46.0,1,0
Delhi University,28.6891,77.2087,Red Fort,28.6562,77.241,2023-08-22 19:23:00,19,1,8,shared,1,4.83,42.1,0,1
Amity University,28.5445,77.3325,KIET Group of Institutions,28.753,77.4973,2023-07-23 15:32:00,15,6,7,private,1,28.22,66.9,1,0
ABES Engineering College,28.6324,77.449,Connaught Place,28.6315,77.2167,2023-07-05 14:21:00,14,2,7,private,1,22.67,59.3,0,0
India Gate,28.6129,77.2295,Cyber Hub,28.4946,77.0893,2023-06-21 21:12:00,21,2,6,private,1,18.99,46.7,0,0
Noida International University,28.3965,77.5007,Lotus Temple,28.5535,77.2588,2023-01-17 00:08:00,0,1,1,shared,4,29.39,71.6,0,0
Jaypee Institute,28.5244,77.3656,Red Fort,28.6562,77.241,2023-06-07 09:53:00,9,2,6,private,1,19.05,69.0,0,1
Connaught Place,28.6315,77.2167,Delhi University,28.6891,77.2087,2023-11-25 07:05:00,7,5,11,shared,4,6.45,18.3,1,0
Delhi University,28.6891,77.2087,Qutub Minar,28.5245,77.1855,2023-08-08 08:14:00,8,1,8,shared,2,18.44,83.6,0,1
Connaught Place,28.6315,77.2167,ITS Engineering College,28.6763,77.3823,2023-09-27 03:59:00,3,2,9,private,1,16.91,47.0,0,0
India Gate,28.6129,77.2295,IIT Delhi,28.5456,77.1924,2023-01-23 17:40:00,17,0,1,shared,2,8.31,60.7,0,1
DTU,28.7495,77.1184,NSIT,28.6091,77.0378,2023-01-26 00:39:00,0,3,1,private,1,17.48,39.0,0,0
Noida International University,28.3965,77.5007,Lotus Temple,28.5535,77.2588,2023-03-20 14:25:00,14,0,3,private,1,29.39,100.0,0,0
Connaught Place,28.6315,77.2167,DLF Mall of India,28.5671,77.3263,2023-04-25 13:55:00,13,1,4,private,1,12.88,36.1,0,0
Delhi University,28.6891,77.2087,Akshardham Temple,28.6127,77.2773,2023-01-28 13:18:00,13,5,1,private,1,10.82,37.0,1,0
ABES Engineering College,28.6324,77.449,Galgotias University,28.4507,77.4908,2023-11-30 14:28:00,14,3,11,private,1,20.61,60.1,0,0
Akshardham Temple,28.6127,77.2773,Connaught Place,28.6315,77.2167,2023-06-14 16:38:00,16,2,6,shared,4,6.27,25.9,0,0
IMS Ghaziabad,28.67,77.4382,Shiv Nadar University,28.5266,77.5757,2023-11-08 01:04:00,1,2,11,shared,2,20.84,40.1,0,0
Red Fort,28.6562,77.241,ITS Engineering College,28.6763,77.3823,2023-07-24 17:58:00,17,0,7,private,1,13.97,56.0,0,1
Akshardham Temple,28.6127,77.2773,Greater Kailash,28.5562,77.2249,2023-08-11 07:42:00,7,4,8,shared,2,8.1,25.1,0,0
JNU,28.5399,77.1674,Delhi University,28.6891,77.2087,2023-11-09 17:56:00,17,3,11,private,1,17.07,65.4,0,1
IMS Ghaziabad,28.67,77.4382,Cyber Hub,28.4946,77.0893,2023-11-12 14:23:00,14,6,11,shared,4,39.26,119.3,1,0
Akshardham Temple,28.6127,77.2773,Shiv Nadar University,28.5266,77.5757,2023-09-12 08:58:00,8,1,9,shared,1,30.67,137.2,0,1
Lotus Temple,28.5535,77.2588,DTU,28.7495,77.1184,2023-06-09 06:10:00,6,4,6,shared,1,25.74,49.9,0,0
ITS Engineering College,28.6763,77.3823,Shiv Nadar University,28.5266,77.5757,2023-02-16 16:03:00,16,3,2,shared,4,25.17,61.3,0,0
Connaught Place,28.6315,77.2167,Cyber Hub,28.4946,77.0893,2023-07-14 03:20:00,3,4,7,shared,4,19.66,37.4,0,0
IMS Ghaziabad,28.67,77.4382,Lotus Temple,28.5535,77.2588,2023-01-22 20:22:00,20,6,1,private,1,21.78,60.1,1,0
Lotus Temple,28.5535,77.2588,IIT Delhi,28.5456,77.1924,2023-07-28 14:29:00,14,4,7,shared,1,6.54,31.8,0,0
Galgotias University,28.4507,77.4908,ABES Engineering College,28.6324,77.449,2023-09-25 17:34:00,17,0,9,private,1,20.61,114.1,0,1
Select Citywalk,28.5289,77.2195,DTU,28.7495,77.1184,2023-07-30 08:45:00,8,6,7,private,1,26.44,56.9,1,1
IIT Delhi,28.5456,77.1924,Jaypee Institute,28.5244,77.3656,2023-07-19 07:39:00,7,2,7,private,1,17.08,35.9,0,0
Amity University,28.5445,77.3325,NSIT,28.6091,77.0378,2023-12-30 04:05:00,4,5,12,private,1,29.66,61.1,1,0
DTU,28.7495,77.1184,ITS Engineering College,28.6763,77.3823,2023-11-25 01:24:00,1,5,11,shared,2,26.99,75.8,1,0
Red Fort,28.6562,77.241,Cyber Hub,28.4946,77.0893,2023-06-16 23:37:00,23,4,6,shared,4,23.29,49.6,0,0
DLF Mall of India,28.5671,77.3263,Red Fort,28.6562,77.241,2023-06-20 20:30:00,20,1,6,private,1,12.94,31.2,0,0
Delhi University,28.6891,77.2087,Lotus Temple,28.5535,77.2588,2023-10-31 07:11:00,7,1,10,private,1,15.85,43.7,0,0
IMS Ghaziabad,28.67,77.4382,Amity University,28.5445,77.3325,2023-05-27 11:14:00,11,5,5,shared,2,17.36,51.6,1,0
ABES Engineering College,28.6324,77.449,Connaught Place,28.6315,77.2167,2023-02-15 09:46:00,9,2,2,shared,4,22.67,89.6,0,1
IIT Delhi,28.5456,77.1924,Select Citywalk,28.5289,77.2195,2023-08-29 12:16:00,12,1,8,private,1,3.23,15.9,0,0
Red Fort,28.6562,77.241,Lotus Temple,28.5535,77.2588,2023-04-07 06:26:00,6,4,4,private,1,11.55,24.4,0,0
Shiv Nadar University,28.5266,77.5757,NSIT,28.6091,77.0378,2023-04-04 15:06:00,15,1,4,shared,1,53.32,172.8,0,0
Amity University,28.5445,77.3325,KIET Group of Institutions,28.753,77.4973,2023-05-10 00:55:00,0,2,5,private,1,28.22,54.0,0,0
Hindu College of Engineering,28.6764,77.5043,NSIT,28.6091,77.0378,2023-04-02 16:07:00,16,6,4,shared,3,46.14,157.9,1,0
ITS Engineering College,28.6763,77.3823,NSIT,28.6091,77.0378,2023-07-27 22:52:00,22,3,7,shared,2,34.44,89.2,0,0
ABES Engineering College,28.6324,77.449,KIET Group of Institutions,28.753,77.4973,2023-10-23 16:30:00,16,0,10,private,1,14.21,38.7,0,0
NSIT,28.6091,77.0378,DTU,28.7495,77.1184,2023-04-06 23:03:00,23,3,4,shared,2,17.48,50.7,0,0
Connaught Place,28.6315,77.2167,Akshardham Temple,28.6127,77.2773,2023-10-03 17:10:00,17,1,10,private,1,6.27,38.6,0,1
DLF Mall of India,28.5671,77.3263,Cyber Hub,28.4946,77.0893,2023-08-14 03:15:00,3,0,8,private,1,24.52,58.6,0,0
IMS Ghaziabad,28.67,77.4382,JNU,28.5399,77.1674,2023-07-06 02:25:00,2,3,7,shared,2,30.14,76.2,0,0
NSIT,28.6091,77.0378,Delhi University,28.6891,77.2087,2023-01-19 11:44:00,11,3,1,private,1,18.9,67.0,0,0
JNU,28.5399,77.1674,Galgotias University,28.4507,77.4908,2023-05-06 19:32:00,19,5,5,shared,3,33.12,128.5,1,1
Red Fort,28.6562,77.241,Amity University,28.5445,77.3325,2023-02-26 08:33:00,8,6,2,private,1,15.3,30.3,1,1
Shiv Nadar University,28.5266,77.5757,Greater Kailash,28.5562,77.2249,2023-01-02 00:11:00,0,0,1,private,1,34.42,73.0,0,0
Akshardham Temple,28.6127,77.2773,Select Citywalk,28.5289,77.2195,2023-10-11 08:33:00,8,2,10,shared,1,10.89,42.7,0,1
Connaught Place,28.6315,77.2167,Amity University,28.5445,77.3325,2023-04-30 10:02:00,10,6,4,shared,1,14.88,49.9,1,0
Delhi University,28.6891,77.2087,KIET Group of Institutions,28.753,77.4973,2023-11-24 22:20:00,22,4,11,private,1,29.03,58.8,0,0
IIT Delhi,28.5456,77.1924,IMS Ghaziabad,28.67,77.4382,2023-06-11 22:41:00,22,6,6,private,1,27.7,53.8,1,0
ABES Engineering College,28.6324,77.449,Red Fort,28.6562,77.241,2023-07-24 04:34:00,4,0,7,private,1,20.47,44.0,0,0
Amity University,28.5445,77.3325,Jaypee Institute,28.5244,77.3656,2023-04-03 03:37:00,3,0,4,shared,1,3.93,16.7,0,0
IIT Delhi,28.5456,77.1924,Red Fort,28.6562,77.241,2023-01-28 03:02:00,3,5,1,private,1,13.18,30.7,1,0
Shiv Nadar University,28.5266,77.5757,IIT Delhi,28.5456,77.1924,2023-05-28 08:28:00,8,6,5,shared,2,37.5,79.6,1,1
India Gate,28.6129,77.2295,Connaught Place,28.6315,77.2167,2023-02-22 07:28:00,7,2,2,shared,4,2.42,8.5,0,0
Cyber Hub,28.4946,77.0893,DLF Mall of India,28.5671,77.3263,2023-07-24 12:28:00,12,0,7,shared,4,24.52,64.3,0,0
Akshardham Temple,28.6127,77.2773,Red Fort,28.6562,77.241,2023-04-02 04:55:00,4,6,4,shared,4,6.0,20.6,1,0
NSIT,28.6091,77.0378,Akshardham Temple,28.6127,77.2773,2023-04-20 22:38:00,22,3,4,shared,2,23.38,65.0,0,0
Connaught Place,28.6315,77.2167,Amity University,28.5445,77.3325,2023-01-17 06:18:00,6,1,1,shared,3,14.88,35.7,0,0
JNU,28.5399,77.1674,Cyber Hub,28.4946,77.0893,2023-06-19 20:57:00,20,0,6,private,1,9.14,34.9,0,0
India Gate,28.6129,77.2295,DLF Mall of India,28.5671,77.3263,2023-12-06 05:56:00,5,2,12,shared,4,10.74,24.5,0,0
Noida International University,28.3965,77.5007,DTU,28.7495,77.1184,2023-05-04 07:36:00,7,3,5,shared,4,54.17,128.1,0,0
Qutub Minar,28.5245,77.1855,Jaypee Institute,28.5244,77.3656,2023-12-10 07:26:00,7,6,12,private,1,17.6,46.3,1,0
DLF Mall of India,28.5671,77.3263,Jaypee Institute,28.5244,77.3656,2023-06-25 06:19:00,6,6,6,shared,4,6.11,18.4,1,0
Greater Kailash,28.5562,77.2249,Qutub Minar,28.5245,77.1855,2023-09-28 23:21:00,23,3,9,shared,1,5.22,20.7,0,0
Lotus Temple,28.5535,77.2588,Red Fort,28.6562,77.241,2023-11-01 10:24:00,10,2,11,shared,1,11.55,41.5,0,0
India Gate,28.6129,77.2295,Shiv Nadar University,28.5266,77.5757,2023-03-14 19:07:00,19,1,3,private,1,35.14,200.0,0,1
KIET Group of Institutions,28.753,77.4973,Delhi University,28.6891,77.2087,2023-03-18 03:22:00,3,5,3,private,1,29.03,74.1,1,0
Lotus Temple,28.5535,77.2588,Akshardham Temple,28.6127,77.2773,2023-05-16 20:39:00,20,1,5,shared,4,6.83,22.8,0,0
Greater Kailash,28.5562,77.2249,Delhi University,28.6891,77.2087,2023-11-10 06:53:00,6,4,11,shared,4,14.86,36.3,0,0
IMS Ghaziabad,28.67,77.4382,IIT Delhi,28.5456,77.1924,2023-06-17 17:21:00,17,5,6,shared,1,27.7,79.0,1,1
India Gate,28.6129,77.2295,Greater Kailash,28.5562,77.2249,2023-03-31 17:58:00,17,4,3,shared,2,6.32,46.9,0,1
Shiv Nadar University,28.5266,77.5757,ITS Engineering College,28.6763,77.3823,2023-12-08 13:02:00,13,4,12,private,1,25.17,84.5,0,0
Jaypee Institute,28.5244,77.3656,ABES Engineering College,28.6324,77.449,2023-08-14 07:04:00,7,0,8,shared,2,14.51,30.6,0,0
Hindu College of Engineering,28.6764,77.5043,Greater Kailash,28.5562,77.2249,2023-02-24 04:33:00,4,4,2,shared,3,30.37,64.7,0,0
Noida International University,28.3965,77.5007,JNU,28.5399,77.1674,2023-08-06 15:24:00,15,6,8,private,1,36.27,87.4,1,0
Select Citywalk,28.5289,77.2195,KIET Group of Institutions,28.753,77.4973,2023-01-03 13:04:00,13,1,1,shared,2,36.82,122.5,0,0
ABES Engineering College,28.6324,77.449,India Gate,28.6129,77.2295,2023-04-14 13:49:00,13,4,4,shared,2,21.53,72.0,0,0
DTU,28.7495,77.1184,Hindu College of Engineering,28.6764,77.5043,2023-04-12 22:33:00,22,2,4,shared,4,38.5,99.0,0,0
ABES Engineering College,28.6324,77.449,IMS Ghaziabad,28.67,77.4382,2023-11-28 15:03:00,15,1,11,shared,3,4.31,23.6,0,0
Galgotias University,28.4507,77.4908,Select Citywalk,28.5289,77.2195,2023-10-08 09:39:00,9,6,10,private,1,27.9,54.3,1,1
ITS Engineering College,28.6763,77.3823,JNU,28.5399,77.1674,2023-08-22 02:52:00,2,1,8,private,1,25.89,64.5,0,0
Cyber Hub,28.4946,77.0893,Connaught Place,28.6315,77.2167,2023-02-12 19:04:00,19,6,2,private,1,19.66,56.3,1,1
Amity University,28.5445,77.3325,NSIT,28.6091,77.0378,2023-10-06 10:23:00,10,4,10,shared,2,29.66,78.1,0,0
Amity University,28.5445,77.3325,Lotus Temple,28.5535,77.2588,2023-01-28 14:00:00,14,5,1,private,1,7.27,25.5,1,0
Akshardham Temple,28.6127,77.2773,DTU,28.7495,77.1184,2023-09-29 00:07:00,0,4,9,shared,1,21.72,57.8,0,0
Greater Kailash,28.5562,77.2249,India Gate,28.6129,77.2295,2023-01-04 17:55:00,17,2,1,shared,3,6.32,41.0,0,1
Noida International University,28.3965,77.5007,ABES Engineering College,28.6324,77.449,2023-02-14 19:58:00,19,1,2,shared,1,26.71,126.5,0,1
Jaypee Institute,28.5244,77.3656,DTU,28.7495,77.1184,2023-10-28 16:53:00,16,5,10,shared,1,34.76,104.4,1,0
DLF Mall of India,28.5671,77.3263,Jaypee Institute,28.5244,77.3656,2023-02-08 19:56:00,19,2,2,shared,4,6.11,36.3,0,1
India Gate,28.6129,77.2295,IIT Delhi,28.5456,77.1924,2023-12-29 11:25:00,11,4,12,private,1,8.31,39.4,0,0
IIT Delhi,28.5456,77.1924,Hindu College of Engineering,28.6764,77.5043,2023-01-24 10:02:00,10,1,1,shared,1,33.74,87.6,0,0
NSIT,28.6091,77.0378,Lotus Temple,28.5535,77.2588,2023-11-29 05:48:00,5,2,11,shared,3,22.45,42.4,0,0
ITS Engineering College,28.6763,77.3823,Galgotias University,28.4507,77.4908,2023-06-13 07:43:00,7,1,6,private,1,27.23,58.7,0,0
IIT Delhi,28.5456,77.1924,DLF Mall of India,28.5671,77.3263,2023-11-24 13:51:00,13,4,11,shared,3,13.29,40.1,0,0
Greater Kailash,28.5562,77.2249,Cyber Hub,28.4946,77.0893,2023-07-05 02:54:00,2,2,7,private,1,14.91,41.3,0,0
Hindu College of Engineering,28.6764,77.5043,Noida International University,28.3965,77.5007,2023-05-23 15:29:00,15,1,5,private,1,31.13,76.7,0,0
